Regions Code,Regions Label,Sex (2 categories) Code,Sex (2 categories) Label,Age (91 categories) Code,Age (91 categories) Label,Count
E12000001,North East,1,Female,0,Aged under 1 year,11975
E12000001,North East,1,Female,1,Aged 1 year,12750
E12000001,North East,1,Female,2,Aged 2 years,13084
E12000001,North East,1,Female,3,Aged 3 years,13516
E12000001,North East,1,Female,4,Aged 4 years,14206
E12000001,North East,1,Female,5,Aged 5 years,14199
E12000001,North East,1,Female,6,Aged 6 years,14105
E12000001,North East,1,Female,7,Aged 7 years,14391
E12000001,North East,1,Female,8,Aged 8 years,14996
E12000001,North East,1,Female,9,Aged 9 years,15311
E12000001,North East,1,Female,10,Aged 10 years,15301
E12000001,North East,1,Female,11,Aged 11 years,15145
E12000001,North East,1,Female,12,Aged 12 years,15024
E12000001,North East,1,Female,13,Aged 13 years,15094
E12000001,North East,1,Female,14,Aged 14 years,14708
E12000001,North East,1,Female,15,Aged 15 years,14118
E12000001,North East,1,Female,16,Aged 16 years,14203
E12000001,North East,1,Female,17,Aged 17 years,13898
E12000001,North East,1,Female,18,Aged 18 years,14750
E12000001,North East,1,Female,19,Aged 19 years,16607
E12000001,North East,1,Female,20,Aged 20 years,16495
E12000001,North East,1,Female,21,Aged 21 years,16319
E12000001,North East,1,Female,22,Aged 22 years,15986
E12000001,North East,1,Female,23,Aged 23 years,15635
E12000001,North East,1,Female,24,Aged 24 years,16110
E12000001,North East,1,Female,25,Aged 25 years,15515
E12000001,North East,1,Female,26,Aged 26 years,15979
E12000001,North East,1,Female,27,Aged 27 years,16355
E12000001,North East,1,Female,28,Aged 28 years,16554
E12000001,North East,1,Female,29,Aged 29 years,17438
E12000001,North East,1,Female,30,Aged 30 years,17474
E12000001,North East,1,Female,31,Aged 31 years,16915
E12000001,North East,1,Female,32,Aged 32 years,17245
E12000001,North East,1,Female,33,Aged 33 years,17840
E12000001,North East,1,Female,34,Aged 34 years,17567
E12000001,North East,1,Female,35,Aged 35 years,17292
E12000001,North East,1,Female,36,Aged 36 years,17213
E12000001,North East,1,Female,37,Aged 37 years,16491
E12000001,North East,1,Female,38,Aged 38 years,16533
E12000001,North East,1,Female,39,Aged 39 years,16509
E12000001,North East,1,Female,40,Aged 40 years,17024
E12000001,North East,1,Female,41,Aged 41 years,16821
E12000001,North East,1,Female,42,Aged 42 years,15631
E12000001,North East,1,Female,43,Aged 43 years,14106
E12000001,North East,1,Female,44,Aged 44 years,14260
E12000001,North East,1,Female,45,Aged 45 years,15092
E12000001,North East,1,Female,46,Aged 46 years,15191
E12000001,North East,1,Female,47,Aged 47 years,15849
E12000001,North East,1,Female,48,Aged 48 years,16757
E12000001,North East,1,Female,49,Aged 49 years,18347
E12000001,North East,1,Female,50,Aged 50 years,18655
E12000001,North East,1,Female,51,Aged 51 years,18092
E12000001,North East,1,Female,52,Aged 52 years,18760
E12000001,North East,1,Female,53,Aged 53 years,18845
E12000001,North East,1,Female,54,Aged 54 years,19445
E12000001,North East,1,Female,55,Aged 55 years,19642
E12000001,North East,1,Female,56,Aged 56 years,19782
E12000001,North East,1,Female,57,Aged 57 years,19934
E12000001,North East,1,Female,58,Aged 58 years,19539
E12000001,North East,1,Female,59,Aged 59 years,19391
E12000001,North East,1,Female,60,Aged 60 years,18530
E12000001,North East,1,Female,61,Aged 61 years,18072
E12000001,North East,1,Female,62,Aged 62 years,18321
E12000001,North East,1,Female,63,Aged 63 years,17791
E12000001,North East,1,Female,64,Aged 64 years,16885
E12000001,North East,1,Female,65,Aged 65 years,16279
E12000001,North East,1,Female,66,Aged 66 years,15590
E12000001,North East,1,Female,67,Aged 67 years,15586
E12000001,North East,1,Female,68,Aged 68 years,15265
E12000001,North East,1,Female,69,Aged 69 years,14757
E12000001,North East,1,Female,70,Aged 70 years,14799
E12000001,North East,1,Female,71,Aged 71 years,15091
E12000001,North East,1,Female,72,Aged 72 years,15130
E12000001,North East,1,Female,73,Aged 73 years,16290
E12000001,North East,1,Female,74,Aged 74 years,15975
E12000001,North East,1,Female,75,Aged 75 years,11823
E12000001,North East,1,Female,76,Aged 76 years,12381
E12000001,North East,1,Female,77,Aged 77 years,10797
E12000001,North East,1,Female,78,Aged 78 years,10013
E12000001,North East,1,Female,79,Aged 79 years,8934
E12000001,North East,1,Female,80,Aged 80 years,8841
E12000001,North East,1,Female,81,Aged 81 years,8736
E12000001,North East,1,Female,82,Aged 82 years,8538
E12000001,North East,1,Female,83,Aged 83 years,8145
E12000001,North East,1,Female,84,Aged 84 years,7360
E12000001,North East,1,Female,85,Aged 85 years,6598
E12000001,North East,1,Female,86,Aged 86 years,5891
E12000001,North East,1,Female,87,Aged 87 years,5122
E12000001,North East,1,Female,88,Aged 88 years,4647
E12000001,North East,1,Female,89,Aged 89 years,4063
E12000001,North East,1,Female,90,Aged 90 years and over,15359
E12000001,North East,2,Male,0,Aged under 1 year,12799
E12000001,North East,2,Male,1,Aged 1 year,13092
E12000001,North East,2,Male,2,Aged 2 years,13859
E12000001,North East,2,Male,3,Aged 3 years,14220
E12000001,North East,2,Male,4,Aged 4 years,14804
E12000001,North East,2,Male,5,Aged 5 years,15236
E12000001,North East,2,Male,6,Aged 6 years,14791
E12000001,North East,2,Male,7,Aged 7 years,15428
E12000001,North East,2,Male,8,Aged 8 years,16004
E12000001,North East,2,Male,9,Aged 9 years,16012
E12000001,North East,2,Male,10,Aged 10 years,16406
E12000001,North East,2,Male,11,Aged 11 years,15998
E12000001,North East,2,Male,12,Aged 12 years,15641
E12000001,North East,2,Male,13,Aged 13 years,15711
E12000001,North East,2,Male,14,Aged 14 years,15363
E12000001,North East,2,Male,15,Aged 15 years,14767
E12000001,North East,2,Male,16,Aged 16 years,14737
E12000001,North East,2,Male,17,Aged 17 years,14413
E12000001,North East,2,Male,18,Aged 18 years,15378
E12000001,North East,2,Male,19,Aged 19 years,17238
E12000001,North East,2,Male,20,Aged 20 years,16932
E12000001,North East,2,Male,21,Aged 21 years,17162
E12000001,North East,2,Male,22,Aged 22 years,16511
E12000001,North East,2,Male,23,Aged 23 years,16011
E12000001,North East,2,Male,24,Aged 24 years,15765
E12000001,North East,2,Male,25,Aged 25 years,15544
E12000001,North East,2,Male,26,Aged 26 years,15476
E12000001,North East,2,Male,27,Aged 27 years,15639
E12000001,North East,2,Male,28,Aged 28 years,16017
E12000001,North East,2,Male,29,Aged 29 years,16215
E12000001,North East,2,Male,30,Aged 30 years,16536
E12000001,North East,2,Male,31,Aged 31 years,15933
E12000001,North East,2,Male,32,Aged 32 years,15988
E12000001,North East,2,Male,33,Aged 33 years,16356
E12000001,North East,2,Male,34,Aged 34 years,16121
E12000001,North East,2,Male,35,Aged 35 years,16599
E12000001,North East,2,Male,36,Aged 36 years,15885
E12000001,North East,2,Male,37,Aged 37 years,15773
E12000001,North East,2,Male,38,Aged 38 years,15603
E12000001,North East,2,Male,39,Aged 39 years,15502
E12000001,North East,2,Male,40,Aged 40 years,15815
E12000001,North East,2,Male,41,Aged 41 years,16029
E12000001,North East,2,Male,42,Aged 42 years,15260
E12000001,North East,2,Male,43,Aged 43 years,13834
E12000001,North East,2,Male,44,Aged 44 years,13387
E12000001,North East,2,Male,45,Aged 45 years,14336
E12000001,North East,2,Male,46,Aged 46 years,14722
E12000001,North East,2,Male,47,Aged 47 years,15075
E12000001,North East,2,Male,48,Aged 48 years,16207
E12000001,North East,2,Male,49,Aged 49 years,17441
E12000001,North East,2,Male,50,Aged 50 years,17902
E12000001,North East,2,Male,51,Aged 51 years,17216
E12000001,North East,2,Male,52,Aged 52 years,17754
E12000001,North East,2,Male,53,Aged 53 years,18064
E12000001,North East,2,Male,54,Aged 54 years,18651
E12000001,North East,2,Male,55,Aged 55 years,18771
E12000001,North East,2,Male,56,Aged 56 years,19289
E12000001,North East,2,Male,57,Aged 57 years,18819
E12000001,North East,2,Male,58,Aged 58 years,18670
E12000001,North East,2,Male,59,Aged 59 years,18501
E12000001,North East,2,Male,60,Aged 60 years,17790
E12000001,North East,2,Male,61,Aged 61 years,17227
E12000001,North East,2,Male,62,Aged 62 years,17232
E12000001,North East,2,Male,63,Aged 63 years,16987
E12000001,North East,2,Male,64,Aged 64 years,16402
E12000001,North East,2,Male,65,Aged 65 years,15538
E12000001,North East,2,Male,66,Aged 66 years,15088
E12000001,North East,2,Male,67,Aged 67 years,15095
E12000001,North East,2,Male,68,Aged 68 years,14365
E12000001,North East,2,Male,69,Aged 69 years,14086
E12000001,North East,2,Male,70,Aged 70 years,13597
E12000001,North East,2,Male,71,Aged 71 years,13899
E12000001,North East,2,Male,72,Aged 72 years,14073
E12000001,North East,2,Male,73,Aged 73 years,14985
E12000001,North East,2,Male,74,Aged 74 years,14527
E12000001,North East,2,Male,75,Aged 75 years,10757
E12000001,North East,2,Male,76,Aged 76 years,11063
E12000001,North East,2,Male,77,Aged 77 years,9540
E12000001,North East,2,Male,78,Aged 78 years,8465
E12000001,North East,2,Male,79,Aged 79 years,7489
E12000001,North East,2,Male,80,Aged 80 years,7056
E12000001,North East,2,Male,81,Aged 81 years,6855
E12000001,North East,2,Male,82,Aged 82 years,6648
E12000001,North East,2,Male,83,Aged 83 years,5870
E12000001,North East,2,Male,84,Aged 84 years,5326
E12000001,North East,2,Male,85,Aged 85 years,4515
E12000001,North East,2,Male,86,Aged 86 years,3924
E12000001,North East,2,Male,87,Aged 87 years,3378
E12000001,North East,2,Male,88,Aged 88 years,2850
E12000001,North East,2,Male,89,Aged 89 years,2413
E12000001,North East,2,Male,90,Aged 90 years and over,7148
E12000002,North West,1,Female,0,Aged under 1 year,37534
E12000002,North West,1,Female,1,Aged 1 year,39300
E12000002,North West,1,Female,2,Aged 2 years,40177
E12000002,North West,1,Female,3,Aged 3 years,40387
E12000002,North West,1,Female,4,Aged 4 years,41630
E12000002,North West,1,Female,5,Aged 5 years,42565
E12000002,North West,1,Female,6,Aged 6 years,42448
E12000002,North West,1,Female,7,Aged 7 years,43139
E12000002,North West,1,Female,8,Aged 8 years,44204
E12000002,North West,1,Female,9,Aged 9 years,44997
E12000002,North West,1,Female,10,Aged 10 years,44791
E12000002,North West,1,Female,11,Aged 11 years,44307
E12000002,North West,1,Female,12,Aged 12 years,44202
E12000002,North West,1,Female,13,Aged 13 years,43998
E12000002,North West,1,Female,14,Aged 14 years,42791
E12000002,North West,1,Female,15,Aged 15 years,41969
E12000002,North West,1,Female,16,Aged 16 years,42032
E12000002,North West,1,Female,17,Aged 17 years,41337
E12000002,North West,1,Female,18,Aged 18 years,41242
E12000002,North West,1,Female,19,Aged 19 years,44517
E12000002,North West,1,Female,20,Aged 20 years,44048
E12000002,North West,1,Female,21,Aged 21 years,44909
E12000002,North West,1,Female,22,Aged 22 years,45810
E12000002,North West,1,Female,23,Aged 23 years,45492
E12000002,North West,1,Female,24,Aged 24 years,47242
E12000002,North West,1,Female,25,Aged 25 years,46146
E12000002,North West,1,Female,26,Aged 26 years,47157
E12000002,North West,1,Female,27,Aged 27 years,48719
E12000002,North West,1,Female,28,Aged 28 years,49761
E12000002,North West,1,Female,29,Aged 29 years,51274
E12000002,North West,1,Female,30,Aged 30 years,52928
E12000002,North West,1,Female,31,Aged 31 years,51844
E12000002,North West,1,Female,32,Aged 32 years,51909
E12000002,North West,1,Female,33,Aged 33 years,53018
E12000002,North West,1,Female,34,Aged 34 years,51164
E12000002,North West,1,Female,35,Aged 35 years,51592
E12000002,North West,1,Female,36,Aged 36 years,50578
E12000002,North West,1,Female,37,Aged 37 years,49358
E12000002,North West,1,Female,38,Aged 38 years,49102
E12000002,North West,1,Female,39,Aged 39 years,48064
E12000002,North West,1,Female,40,Aged 40 years,49022
E12000002,North West,1,Female,41,Aged 41 years,47974
E12000002,North West,1,Female,42,Aged 42 years,45045
E12000002,North West,1,Female,43,Aged 43 years,42090
E12000002,North West,1,Female,44,Aged 44 years,41918
E12000002,North West,1,Female,45,Aged 45 years,43029
E12000002,North West,1,Female,46,Aged 46 years,44077
E12000002,North West,1,Female,47,Aged 47 years,45409
E12000002,North West,1,Female,48,Aged 48 years,47942
E12000002,North West,1,Female,49,Aged 49 years,50882
E12000002,North West,1,Female,50,Aged 50 years,51897
E12000002,North West,1,Female,51,Aged 51 years,50981
E12000002,North West,1,Female,52,Aged 52 years,52184
E12000002,North West,1,Female,53,Aged 53 years,51864
E12000002,North West,1,Female,54,Aged 54 years,52301
E12000002,North West,1,Female,55,Aged 55 years,52503
E12000002,North West,1,Female,56,Aged 56 years,53472
E12000002,North West,1,Female,57,Aged 57 years,51935
E12000002,North West,1,Female,58,Aged 58 years,51398
E12000002,North West,1,Female,59,Aged 59 years,50411
E12000002,North West,1,Female,60,Aged 60 years,48049
E12000002,North West,1,Female,61,Aged 61 years,46153
E12000002,North West,1,Female,62,Aged 62 years,44508
E12000002,North West,1,Female,63,Aged 63 years,43829
E12000002,North West,1,Female,64,Aged 64 years,42108
E12000002,North West,1,Female,65,Aged 65 years,39823
E12000002,North West,1,Female,66,Aged 66 years,38613
E12000002,North West,1,Female,67,Aged 67 years,38954
E12000002,North West,1,Female,68,Aged 68 years,37558
E12000002,North West,1,Female,69,Aged 69 years,36828
E12000002,North West,1,Female,70,Aged 70 years,37634
E12000002,North West,1,Female,71,Aged 71 years,37780
E12000002,North West,1,Female,72,Aged 72 years,38593
E12000002,North West,1,Female,73,Aged 73 years,42195
E12000002,North West,1,Female,74,Aged 74 years,41102
E12000002,North West,1,Female,75,Aged 75 years,30604
E12000002,North West,1,Female,76,Aged 76 years,32019
E12000002,North West,1,Female,77,Aged 77 years,29554
E12000002,North West,1,Female,78,Aged 78 years,27752
E12000002,North West,1,Female,79,Aged 79 years,24410
E12000002,North West,1,Female,80,Aged 80 years,22942
E12000002,North West,1,Female,81,Aged 81 years,23305
E12000002,North West,1,Female,82,Aged 82 years,21793
E12000002,North West,1,Female,83,Aged 83 years,20407
E12000002,North West,1,Female,84,Aged 84 years,18737
E12000002,North West,1,Female,85,Aged 85 years,16939
E12000002,North West,1,Female,86,Aged 86 years,14963
E12000002,North West,1,Female,87,Aged 87 years,13043
E12000002,North West,1,Female,88,Aged 88 years,11595
E12000002,North West,1,Female,89,Aged 89 years,10454
E12000002,North West,1,Female,90,Aged 90 years and over,41001
E12000002,North West,2,Male,0,Aged under 1 year,38946
E12000002,North West,2,Male,1,Aged 1 year,41209
E12000002,North West,2,Male,2,Aged 2 years,41860
E12000002,North West,2,Male,3,Aged 3 years,42149
E12000002,North West,2,Male,4,Aged 4 years,44461
E12000002,North West,2,Male,5,Aged 5 years,44863
E12000002,North West,2,Male,6,Aged 6 years,44192
E12000002,North West,2,Male,7,Aged 7 years,44871
E12000002,North West,2,Male,8,Aged 8 years,46877
E12000002,North West,2,Male,9,Aged 9 years,46918
E12000002,North West,2,Male,10,Aged 10 years,47100
E12000002,North West,2,Male,11,Aged 11 years,47053
E12000002,North West,2,Male,12,Aged 12 years,46655
E12000002,North West,2,Male,13,Aged 13 years,46308
E12000002,North West,2,Male,14,Aged 14 years,45204
E12000002,North West,2,Male,15,Aged 15 years,44659
E12000002,North West,2,Male,16,Aged 16 years,44862
E12000002,North West,2,Male,17,Aged 17 years,43198
E12000002,North West,2,Male,18,Aged 18 years,42916
E12000002,North West,2,Male,19,Aged 19 years,44221
E12000002,North West,2,Male,20,Aged 20 years,44620
E12000002,North West,2,Male,21,Aged 21 years,44757
E12000002,North West,2,Male,22,Aged 22 years,45496
E12000002,North West,2,Male,23,Aged 23 years,45181
E12000002,North West,2,Male,24,Aged 24 years,46143
E12000002,North West,2,Male,25,Aged 25 years,44855
E12000002,North West,2,Male,26,Aged 26 years,45755
E12000002,North West,2,Male,27,Aged 27 years,46834
E12000002,North West,2,Male,28,Aged 28 years,47228
E12000002,North West,2,Male,29,Aged 29 years,49096
E12000002,North West,2,Male,30,Aged 30 years,50567
E12000002,North West,2,Male,31,Aged 31 years,48874
E12000002,North West,2,Male,32,Aged 32 years,48805
E12000002,North West,2,Male,33,Aged 33 years,49641
E12000002,North West,2,Male,34,Aged 34 years,47189
E12000002,North West,2,Male,35,Aged 35 years,48560
E12000002,North West,2,Male,36,Aged 36 years,48646
E12000002,North West,2,Male,37,Aged 37 years,46947
E12000002,North West,2,Male,38,Aged 38 years,46500
E12000002,North West,2,Male,39,Aged 39 years,46274
E12000002,North West,2,Male,40,Aged 40 years,46647
E12000002,North West,2,Male,41,Aged 41 years,46679
E12000002,North West,2,Male,42,Aged 42 years,43218
E12000002,North West,2,Male,43,Aged 43 years,40992
E12000002,North West,2,Male,44,Aged 44 years,41223
E12000002,North West,2,Male,45,Aged 45 years,42256
E12000002,North West,2,Male,46,Aged 46 years,43595
E12000002,North West,2,Male,47,Aged 47 years,44287
E12000002,North West,2,Male,48,Aged 48 years,46745
E12000002,North West,2,Male,49,Aged 49 years,50147
E12000002,North West,2,Male,50,Aged 50 years,50798
E12000002,North West,2,Male,51,Aged 51 years,49805
E12000002,North West,2,Male,52,Aged 52 years,51409
E12000002,North West,2,Male,53,Aged 53 years,50672
E12000002,North West,2,Male,54,Aged 54 years,51610
E12000002,North West,2,Male,55,Aged 55 years,50947
E12000002,North West,2,Male,56,Aged 56 years,52105
E12000002,North West,2,Male,57,Aged 57 years,50772
E12000002,North West,2,Male,58,Aged 58 years,50454
E12000002,North West,2,Male,59,Aged 59 years,48510
E12000002,North West,2,Male,60,Aged 60 years,47438
E12000002,North West,2,Male,61,Aged 61 years,44993
E12000002,North West,2,Male,62,Aged 62 years,43632
E12000002,North West,2,Male,63,Aged 63 years,42758
E12000002,North West,2,Male,64,Aged 64 years,40255
E12000002,North West,2,Male,65,Aged 65 years,38471
E12000002,North West,2,Male,66,Aged 66 years,37099
E12000002,North West,2,Male,67,Aged 67 years,37623
E12000002,North West,2,Male,68,Aged 68 years,35981
E12000002,North West,2,Male,69,Aged 69 years,35003
E12000002,North West,2,Male,70,Aged 70 years,35087
E12000002,North West,2,Male,71,Aged 71 years,35177
E12000002,North West,2,Male,72,Aged 72 years,36094
E12000002,North West,2,Male,73,Aged 73 years,38460
E12000002,North West,2,Male,74,Aged 74 years,37408
E12000002,North West,2,Male,75,Aged 75 years,27505
E12000002,North West,2,Male,76,Aged 76 years,28159
E12000002,North West,2,Male,77,Aged 77 years,25976
E12000002,North West,2,Male,78,Aged 78 years,23846
E12000002,North West,2,Male,79,Aged 79 years,19997
E12000002,North West,2,Male,80,Aged 80 years,18617
E12000002,North West,2,Male,81,Aged 81 years,18425
